basin,NSE
01022500,0.9535769820213318
01031500,0.9591981023550034
01047000,0.9545527882874012
01052500,0.9434392750263214
01054200,0.9044472053647041
01055000,0.9462008401751518
01057000,0.9569277167320251
01073000,0.9493249505758286
01078000,0.9595796056091785
01123000,0.940343551337719
01134500,0.9078047126531601
01137500,0.943273164331913
01139000,0.9425694346427917
01139800,0.9243075326085091
01142500,0.9515605978667736
01144000,0.9627178721129894
01162500,0.9586846753954887
01169000,0.9336426258087158
01170100,0.9410155415534973
01181000,0.9536984339356422
01187300,0.9282353222370148
01195100,0.8926187083125114
01333000,0.9003859013319016
01350000,0.9498479999601841
01350080,0.9221890717744827
01350140,0.9131572023034096
01365000,0.8800762966275215
01411300,0.9041068032383919
01413500,0.9508289843797684
01414500,0.8884344846010208
01415000,0.8957100957632065
01423000,0.9471195004880428
01434025,0.9192097336053848
01435000,0.9328681901097298
01439500,0.9573437310755253
01440000,0.9494285583496094
01440400,0.957177396863699
01451800,0.9340270236134529
01466500,0.9141764938831329
01484100,0.8966334387660027
01487000,0.918826088309288
01491000,0.9062406346201897
01510000,0.9432703480124474
01516500,0.9387184493243694
01518862,0.9435355998575687
01532000,0.9459166638553143
01539000,0.9577966593205929
01542810,0.9117746949195862
01543000,0.9623508006334305
01543500,0.965436551719904
01544500,0.9537162035703659
01545600,0.9290021732449532
01547700,0.9028946086764336
01548500,0.9715675748884678
01549500,0.9422288686037064
01550000,0.9328556135296822
01552000,0.9565210714936256
01552500,0.9328094348311424
01557500,0.9160016775131226
01567500,0.9277529865503311
01568000,0.9503355473279953
01580000,0.8985023498535156
01583500,0.8603322952985764
01586610,0.8910541161894798
01591400,0.869265228509903
01594950,0.8885909244418144
01596500,0.9219992682337761
01605500,0.9547152481973171
01606500,0.9436262510716915
01632000,0.8956974446773529
01632900,0.9335818514227867
01634500,0.9428922832012177
01638480,0.9376458115875721
01639500,0.9126591235399246
01644000,0.9517194442451
01664000,0.9438028559088707
01666500,0.9441210478544235
01667500,0.9405800625681877
01669000,0.863116517663002
01669520,0.8456172049045563
02011400,0.9552899748086929
02013000,0.9303447678685188
02014000,0.936732143163681
02015700,0.9140900522470474
02016000,0.9359157308936119
02017500,0.934583842754364
02018000,0.9398257881402969
02027000,0.9290411174297333
02027500,0.926728643476963
02028500,0.9341136738657951
02038850,0.9059107527136803
02046000,0.9377504996955395
02051500,0.9296715557575226
02053200,0.9376642815768719
02053800,0.9295796006917953
02055100,0.9466472193598747
02056900,0.9263543486595154
02059500,0.859984502196312
02064000,0.9415127821266651
02065500,0.933562159538269
02069700,0.8858679682016373
02070000,0.8742348402738571
02074500,0.8337787091732025
02077200,0.930910550057888
02081500,0.9146525710821152
02082950,0.9131679236888885
02092500,0.9374679774045944
02096846,0.8760505318641663
02102908,0.8199080675840378
02108000,0.9247667789459229
02111180,0.9498118348419666
02111500,0.9445690363645554
02112120,0.8925328105688095
02112360,0.8870053589344025
02118500,0.9300408661365509
02125000,0.9453192353248596
02128000,0.9013913720846176
02137727,0.9547356106340885
02140991,0.9323879778385162
02143000,0.9502447620034218
02143040,0.9140142872929573
02149000,0.9216703474521637
02152100,0.8527168482542038
02177000,0.9601451084017754
02178400,0.938701443374157
02193340,0.916508786380291
02196000,0.9460942819714546
02198100,0.8348211348056793
02202600,0.9346477538347244
02212600,0.9273528531193733
02215100,0.9630418084561825
02216180,0.9129365533590317
02221525,0.9168040901422501
02231000,0.9701986201107502
02245500,0.8586868792772293
02246000,0.899262435734272
02296500,0.955912072211504
02297155,0.8876112252473831
02297310,0.9513748213648796
02298123,0.9445260316133499
02298608,0.9216259196400642
02299950,0.8690678030252457
02300700,0.8441799730062485
02342933,0.8379430174827576
02349900,0.9258632063865662
02350900,0.9335345551371574
02361000,0.9293953999876976
02363000,0.937885656952858
02369800,0.8340294808149338
02371500,0.9225240796804428
02372250,0.9238308593630791
02374500,0.9093740880489349
02381600,0.9152699410915375
02384540,0.9069308713078499
02395120,0.9277464374899864
02415000,0.9400809556245804
02427250,0.955621276050806
02430085,0.9128525033593178
02450250,0.9402058199048042
02464000,0.9251928254961967
02464360,0.8601599931716919
02465493,0.9137878194451332
02469800,0.9233936965465546
02472000,0.9420124106109142
02472500,0.9234460741281509
02479155,0.9175069704651833
02479300,0.9146938398480415
02479560,0.9044206514954567
02481000,0.8851817920804024
02481510,0.9314972311258316
03010655,0.9442574083805084
03011800,0.9294828474521637
03015500,0.928842157125473
03021350,0.8853099048137665
03026500,0.911521852016449
03028000,0.9349361583590508
03049000,0.9384033642709255
03049800,0.9417494758963585
03050000,0.9090343937277794
03069500,0.9490662477910519
03070500,0.8846972584724426
03076600,0.9026518315076828
03078000,0.9305043444037437
03140000,0.8913595378398895
03144000,0.937530230730772
03170000,0.9325269162654877
03173000,0.9334203451871872
03180500,0.9256624355912209
03182500,0.9548275396227837
03186500,0.8947178572416306
03237280,0.8692183196544647
03237500,0.8766837790608406
03238500,0.8755114153027534
03241500,0.8984682485461235
03280700,0.9264773428440094
03281500,0.9588523432612419
03285000,0.8733725100755692
03291780,0.8698479682207108
03338780,0.9203598573803902
03340800,0.9355921894311905
03346000,0.9229429215192795
03364500,0.9087359681725502
03366500,0.9338857233524323
03368000,0.8815700933337212
03384450,0.9310927465558052
03439000,0.9400908276438713
03455500,0.9062122628092766
03456500,0.9311877638101578
03460000,0.9310645088553429
03463300,0.9161528795957565
03471500,0.9304963797330856
03473000,0.9409281052649021
03479000,0.9608569480478764
03488000,0.9473197869956493
03498500,0.9597205929458141
03500000,0.9590439312160015
03500240,0.9375386983156204
03504000,0.9384971633553505
03574500,0.9574683420360088
03592718,0.9252984002232552
03604000,0.9547182954847813
04015330,0.8943824470043182
04024430,0.9431810863316059
04027000,0.9647651053965092
04040500,0.9593409672379494
04043050,0.9682086259126663
04045500,0.9771185778081417
04057510,0.9561878852546215
04057800,0.9632200486958027
04059500,0.9521522372961044
04063700,0.9495325796306133
04074950,0.931441105902195
04105700,0.9221160709857941
04115265,0.8692065924406052
04122200,0.9286674335598946
04122500,0.9274506196379662
04127918,0.9361360669136047
04127997,0.8778736293315887
04161580,0.8936727792024612
04185000,0.9350252598524094
04196800,0.9283629879355431
04197100,0.8969811052083969
04197170,0.8873320743441582
04213000,0.8888174146413803
04213075,0.7409355938434601
04216418,0.8829637765884399
04221000,0.9524422027170658
04224775,0.9162023589015007
04233000,0.9190026596188545
04256000,0.9195970818400383
04296000,0.9238194525241852
05057200,0.9004869684576988
05120500,0.7988905757665634
05291000,0.9036038592457771
05362000,0.9644333869218826
05393500,0.952502079308033
05399500,0.9343711882829666
05408000,0.9626471996307373
05413500,0.939415592700243
05414000,0.9498370923101902
05444000,0.9069442674517632
05454000,0.8858471214771271
05458000,0.9439771510660648
05466500,0.9064868316054344
05487980,0.9023852571845055
05488200,0.9124904349446297
05489000,0.9229871556162834
05495000,0.8921694085001945
05495500,0.9297078847885132
05501000,0.9257823824882507
05503800,0.9480692185461521
05507600,0.9525490552186966
05508805,0.9339257553219795
05525500,0.933355987071991
05556500,0.9223772659897804
05584500,0.9259363561868668
05591550,0.9123335853219032
05592050,0.9335077926516533
05592575,0.8852833583950996
05593575,0.915646381676197
05593900,0.9205290079116821
05595730,0.930773064494133
06221400,0.9620440043509007
06224000,0.9738160986453295
06278300,0.9690587539225817
06280300,0.9782064016908407
06289000,0.9764954000711441
06291500,0.9545428641140461
06311000,0.9149906188249588
06332515,0.8243182748556137
06339100,0.8681025356054306
06344600,0.9100480228662491
06350000,0.808709904551506
06352000,0.8117527216672897
06404000,0.9375971145927906
06406000,0.2519240975379944
06409000,0.7283728420734406
06431500,0.903282068669796
06440200,0.8581434488296509
06447500,0.7272326052188873
06470800,0.9091165065765381
06477500,0.891259677708149
06479215,0.904840350151062
06601000,0.7071146667003632
06614800,0.9776046387851238
06622700,0.9804046042263508
06623800,0.9863673644140363
06632400,0.9809095449745655
06746095,0.9752268698066473
06803510,0.9382912963628769
06803530,0.9186431542038918
06814000,0.917278453707695
06847900,0.779312327504158
06853800,0.895307682454586
06876700,0.8701712042093277
06878000,0.904077522456646
06879650,0.920022614300251
06885500,0.9409913495182991
06888500,0.8654342591762543
06889200,0.9283420965075493
06889500,0.95720299705863
06892000,0.9425906985998154
06903400,0.9082124829292297
06906800,0.8946443945169449
06910800,0.9307853728532791
06911900,0.940006185323
06917000,0.9266794249415398
06918460,0.9359299838542938
06919500,0.9244815409183502
06921070,0.8975376635789871
06921200,0.9234575927257538
07057500,0.9707605466246605
07060710,0.9666605032980442
07066000,0.9413657449185848
07083000,0.9762303456664085
07142300,0.7944101840257645
07145700,0.892605721950531
07167500,0.9247823134064674
07180500,0.9147444888949394
07184000,0.9199921488761902
07195800,0.9351521953940392
07196900,0.9326638355851173
07197000,0.9482278041541576
07208500,0.9518892168998718
07261000,0.9584455452859402
07263295,0.9366675615310669
07291000,0.9340669959783554
07299670,0.6409846544265747
07301410,0.5273610353469849
07315200,0.809564083814621
07315700,0.9381211400032043
07335700,0.9595769569277763
07340300,0.9288370385766029
07346045,0.9460785277187824
07359610,0.9406923577189445
07362100,0.9427955634891987
07362587,0.8933976143598557
07375000,0.9258382394909859
08013000,0.9390939958393574
08014500,0.9491676278412342
08023080,0.9241543412208557
08050800,0.9531844444572926
08066200,0.9299763739109039
08066300,0.9213859662413597
08070000,0.906126007437706
08070200,0.9113394916057587
08082700,0.9549331553280354
08086212,0.8406248837709427
08086290,0.8461655229330063
08101000,0.8879492208361626
08103900,0.8588464111089706
08104900,0.9534282386302948
08109700,0.910893015563488
08150800,0.8921381905674934
08158700,0.9408410862088203
08158810,0.8742867261171341
08164300,0.8856514394283295
08164600,0.9230887591838837
08165300,0.601260244846344
08171300,0.965705718845129
08175000,0.911531999707222
08176900,0.8076617121696472
08178880,0.8122821003198624
08189500,0.9308245107531548
08190000,0.9356619566679001
08190500,0.8880126550793648
08194200,0.581139326095581
08195000,0.9275296255946159
08196000,0.9449153654277325
08198500,0.9614094942808151
08200000,0.7991870492696762
08202700,0.9441957622766495
08267500,0.9744493737816811
08269000,0.9767354018986225
08271000,0.9745774455368519
08324000,0.9333185479044914
08377900,0.9663808345794678
08378500,0.9744239542633295
08380500,0.9205715730786324
09035800,0.9734225142747164
09035900,0.9825819190591574
09047700,0.9676235988736153
09065500,0.9794601108878851
09066000,0.9850403163582087
09066200,0.9543784894049168
09066300,0.9791325759142637
09081600,0.9841005392372608
09107000,0.9731625877320766
09210500,0.9425746090710163
09223000,0.9729775488376617
09306242,0.5351347625255585
09312600,0.9832131005823612
09352900,0.9597439952194691
09378170,0.9796338267624378
09386900,0.31066375970840454
09404450,0.969365930184722
09430600,0.6742533445358276
09447800,0.7420087456703186
09484600,0.4216047525405884
09492400,0.941414225846529
09494000,0.8413462936878204
09497980,0.9543845281004906
09505350,0.918526217341423
09505800,0.95984772965312
09508300,0.8662441223859787
09510200,0.9372649863362312
09512280,0.8599497228860855
09513780,0.8010945171117783
10234500,0.9749672375619411
10244950,0.9720800016075373
10259000,0.9530889913439751
10336645,0.9646222554147243
10336660,0.9779577981680632
10343500,0.9789052959531546
11124500,0.9742265716195107
11141280,0.9456496462225914
11143000,0.9564946554601192
11148900,0.9398646950721741
11151300,0.9215527325868607
11176400,0.8981741890311241
11230500,0.9659728780388832
11237500,0.9778352938592434
11264500,0.9805516935884953
11266500,0.9821946565061808
11284400,0.9622602425515652
11381500,0.959996473044157
11451100,0.9595267996191978
11468500,0.9618394672870636
11473900,0.9610455967485905
11475560,0.9637157022953033
11476600,0.9572022072970867
11478500,0.9632904753088951
11480390,0.9617595821619034
11481200,0.942917812615633
11482500,0.9620417580008507
11522500,0.9579266048967838
11523200,0.9636158309876919
11528700,0.9746284410357475
11532500,0.9679401554167271
12010000,0.9642522074282169
12013500,0.9614456035196781
12020000,0.7533528059720993
12025700,0.9446941092610359
12035000,0.9656047746539116
12040500,0.9560831151902676
12041200,0.9574123658239841
12048000,0.9496538937091827
12054000,0.9453531913459301
12056500,0.9334831610321999
12073500,0.9608077667653561
12082500,0.9573143161833286
12092000,0.9398736134171486
12114500,0.9677200168371201
12115000,0.9697179235517979
12117000,0.960257813334465
12143600,0.9675575196743011
12144000,0.9654613398015499
12145500,0.9606770798563957
12147500,0.9444598518311977
12167000,0.944699477404356
12175500,0.9504956789314747
12178100,0.9609334245324135
12186000,0.9152041599154472
12189500,0.9645235352218151
12375900,0.9713413789868355
12377150,0.9677648432552814
12381400,0.9807748980820179
12383500,0.9745271243155003
12390700,0.971252815797925
12411000,0.9708865433931351
12447390,0.9751630425453186
12451000,0.9739027302712202
12488500,0.9691554214805365
13011500,0.9755633510649204
13011900,0.9829625375568867
13018300,0.9825829323381186
13023000,0.9767862185835838
13161500,0.9777930360287428
13235000,0.9835484195500612
13240000,0.9781664665788412
13313000,0.9861271753907204
13331500,0.979481864720583
14020000,0.9454585947096348
14096850,0.9219729378819466
14137000,0.955336257815361
14138800,0.9448643438518047
14138870,0.9579624086618423
14138900,0.9514835886657238
14139800,0.9639123231172562
14141500,0.9531153365969658
14154500,0.957473274320364
14158790,0.9628682658076286
14166500,0.971131207421422
14182500,0.9423526413738728
14185000,0.9698879048228264
14185900,0.9627206735312939
14187000,0.9628409296274185
14216500,0.9683202691376209
14222500,0.9615154750645161
14236200,0.9526190236210823
14301000,0.9728821851313114
14303200,0.9518122971057892
14305500,0.9557668045163155
14306340,0.9457496181130409
14306500,0.9675983153283596
14308990,0.9474551938474178
14309500,0.945261288434267
14316700,0.9540884308516979
14325000,0.9505282565951347
14362250,0.9337858483195305
14400000,0.9570492096245289
